,device,version
12496,PHPKit ,1.6.1
12497,PHPKit ,1.6.1
12498,PHPKit ,1.6.1
12499,PHPKit ,1.6.1
12500,PHPKit ,1.6.1
12501,PHPKit ,1.6.1
12502,PHPKit ,1.6.1
12503,PHPKit ,1.6.1
12504,PHPKit ,1.6.1
12505,PHPKit ,1.6.1
12506,PHPKit ,1.6.1
12507,PHPKit ,1.6.1
12508,PHPKit ,1.6.1
12509,PHPKit ,1.6.1
12510,PHPKit ,1.6.1
12511,PHPKit ,1.6.1
12512,PHPKit ,1.6.1
12513,PHPKit ,1.6.1
12514,PHPKit ,1.6.1
12515,PHPKit ,1.6.1
12516,PHPKit ,1.6.1
12517,PHPKit ,1.6.1
12518,PHPKit ,1.6.1
12519,PHPKit ,1.6.1
12520,PHPKit ,1.6.1
12521,PHPKit ,1.6.1
12522,Easy Banner Pro ,2.8
12523,Easy Banner Pro ,2.8
12524,phpBB ,2.0.21
12525,Ezboxx ,0.7.6Beta
12526,All In One Control Panel ,1.3.x
12527,All In One Control Panel ,1.3.x
12528,Liens_Dynamiques ,2.1
12529,Liens_Dynamiques ,2.1
12530,Jax Petition Book ,3.06
12531,Jax Petition ,3.06Book
12532,DT_Guestbook ,1
12533,Scriptme SmE ,1.21
12534,Microweber ,0.905
12535,Indexu ,5.0/5.3
12536,Indexu ,5.0/5.3
12537,Indexu ,5.0/5.3
12538,Indexu ,5.0/5.3
12539,Indexu ,5.0/5.3
12540,DT_Guestbook ,1
12541,Indexu ,5.0/5.3
12542,Indexu ,5.0/5.3
12543,Indexu ,5.0/5.3
12544,Indexu ,5.0/5.3
12545,Indexu ,5.0/5.3
12546,Indexu ,5.0/5.3
12547,Indexu ,5.0/5.3
12548,MyBloggie ,2.1.5
12549,MyBloggie ,2.1.5
12550,MyBloggie ,2.1.5
12551,MyBloggie ,2.1.5
12552,SMF ,1.1
12553,SMF ,1.1
12554,212Cafe Board ,0.08b6.30b
12555,Bitweaver ,1.3.1ArticlesandBlogs
12556,212Cafe Guestbook ,4
12557,Vote! Pro ,4
12558,Vanilla Forums ,2.0<2.0.18.5
12559,appRain ,3.0.2
12560,Flatpress ,1
12561,Project'Or RIA ,3.4.0
12562,Horde Groupware Web Mail Edition ,5.1.2
12563,Virtual Host Administrator ,0.1
12564,WordPress Core ,1.x/2.0.x
12565,WordPress Core ,1.x/2.0.x
12566,PHP ,5.2
12567,PHP Membership Manager ,1.5
12568,FD Script ,1.3.x
12569,SpoonLabs Vivvo Article Management CMS ,3.4
12570,MDPro ,1.0.76
12571,EncapsCMS ,0.3.6
12572,WordPress Core ,2.1.1
12573,OpenEMR ,2.8.2
12574,OpenEMR ,2.8.2
12575,EasyMoblog ,0.5.1
12576,PHPProbid ,5.24
12577,Uebimiau ,2.7.10
12578,PortailPHP ,2
12579,PortailPHP ,2
12580,PortailPHP ,2
12581,PortailPHP ,2
12582,PortailPHP ,2
12583,Coppermine Photo Gallery ,1.4.10
12584,Coppermine Photo Gallery ,1.4.10
12585,SYSCP ,1.2.15
12586,cPanel ,11
12587,cPanel ,11
12588,PHP ,5.2.1
12589,Tagit! Tagit,2b2.1.BBuild2
12590,Tagit! Tagit,2b2.1.BBuild2
12591,Tagit! Tagit,2b2.1.BBuild2
12592,Tagit! Tagit,2b2.1.BBuild2
12593,Tagit! Tagit,2b2.1.BBuild2
12594,Tagit! Tagit,2b2.1.BBuild2
12595,Tagit! Tagit,2b2.1.BBuild2
12596,Tagit! Tagit,2b2.1.BBuild2
12597,Tagit! Tagit,2b2.1.BBuild2
12598,Tagit! Tagit,2b2.1.BBuild2
12599,Tagit! Tagit,2b2.1.BBuild2
12600,Tagit! Tagit,2b2.1.BBuild2
12601,Tagit! Tagit,2b2.1.BBuild2
12602,Tagit! Tagit,2b2.1.BBuild2
12603,Tagit! Tagit,2b2.1.BBuild2
12604,Tagit! Tagit,2b2.1.BBuild2
12605,WordPress Core ,1.x/2.0.x
12606,TaskFreak! ,0.5.5
12607,WebTester ,5.0.20060927
12608,ibProArcade ,2.5.9+
12609,Deskpro ,1.1
12610,Deskpro ,1.1
12611,CedStat ,1.31
12612,Meganoide's News ,1.1.1
12613,Ezboo Webstats ,3.03
12614,Powerschool ,4.3.6/5.1.2
12615,AbleDesign MyCalendar ,2.20.3
12616,CedStat ,1.31
12617,phpTrafficA ,1.4.1
12618,phpTrafficA ,1.4.1
12619,Magic News Plus ,1.0.2
12620,Magic News Plus ,1.0.2
12621,Magic News Plus ,1.0.2
12622,Pyrophobia ,2.1.3.1
12623,Pyrophobia ,2.1.3.1
12624,Pyrophobia ,2.1.3.1
12625,Pheap ,1.x/2.0
12626,LoveCMS ,1.4
12627,LoveCMS ,1.4
12628,LoveCMS ,1.4
12629,LoveCMS ,1.4
12630,LoveCMS ,1.4
12631,XT:Commerce ,3.04
12632,XT:Commerce ,3.04
12633,XT:Commerce ,3.04
12634,Pickle ,0.3
12635,Active Calendar ,1.2
12636,Active Calendar ,1.2
12637,Active Calendar ,1.2
12638,Active Calendar ,1.2
12639,Active Calendar ,1.2
12640,Active Calendar ,1.2
12641,Active Calendar ,1.2
12642,Active Calendar ,1.2
12643,Active Calendar ,1.2
12644,PhotoStand ,1.2
12645,Docebo CMS ,3.0.x
12646,Docebo CMS ,3.0.x
12647,Docebo CMS ,3.0.x
12648,SQLiteManager ,1.2
12649,WordPress Theme Euclid ,1.x
12650,WordPress Theme Euclid ,1.x
12651,WordPress Theme Euclid ,1.x
12652,WordPress Theme Euclid ,1.x
12653,LiveZilla ,5.0.1.4
12654,Audins Audiens ,3.3
12655,Audins Audiens ,3.3
12656,Audins Audiens ,3.3
12657,PHPBB,2
12658,SQLiteManager ,1.2
12659,Pagesetter ,6.2/6.3.0
12660,WordPress Core ,2.1.1
12661,WordPress Core ,2.1.1
12662,PHP ,03-04-2005
12663,PHP ,04-May
12664,S,9YSerendipity1.1.1
12665,aWebNews ,1.1
12666,Built,2goNewsManager1.0Blog
12667,Built,2goNewsManager1.0Blog
12668,Woltlab Burning Board ,2.3.6
12669,WordPress Core ,2.1.1
12670,WordPress Core ,2.1.1
12671,Tyger Bug Tracking System ,1.1.3
12672,Tyger Bug Tracking System ,1.1.3
12673,Tyger Bug Tracking System ,1.1.3
12674,Zend Platform ,2.2.1
12675,EPortfolio ,1
12676,JCCorp URLShrink Free ,1.3.1
12677,Premod SubDog ,2
12678,Premod SubDog ,2
12679,Premod SubDog ,2
12680,SoftNews ,4.1/5.5
12681,SoftNews ,4.1/5.5
12682,PHP ,5.2
12683,SoftNews ,4.1/5.5
12684,ClipShare ,1.5.3
12685,Weekly Drawing Contest ,0.0.1
12686,Horde IMP Webmail ,4.0.4Client
12687,Viper Web Portal ,0.1
12688,Horde Framework ,3.1.3
12689,DirectAdmin ,1.292
12690,Holtstraeter Rot ,13
12691,phpStats ,0.1.9
12692,phpStats ,0.1.9
12693,PHP ,5.1.6
12694,WordPress Core < ,2.1.2
12695,Guesbara ,1.2
12696,PHPX ,3.5.15/3.5.16
12697,PHPX ,3.5.15/3.5.16
12698,PHPX ,3.5.15/3.5.16
12699,PHPX ,3.5.15/3.5.16
12700,PHPX ,3.5.15/3.5.16
12701,Web Wiz Forums ,8.05
12702,Web Wiz Forums ,8.05
12703,Web Wiz Forums ,8.05
12704,Web Wiz Forums ,8.05
12705,Web Wiz Forums ,8.05
12706,Free File Hosting System ,1.1
12707,Free File Hosting System ,1.1
12708,Free File Hosting System ,1.1
12709,Image_Upload Script ,2
12710,CcCounter ,2
12711,Mephisto Blog ,0.7.3
12712,Mephisto Blog ,0.7.3
12713,Fizzle ,0.5
12714,PHP ,5.2.1
12715,PHP ,5.2.1
12716,Fizzle ,0.5
12717,PHP ,4.4.4
12718,LimeSurvey ,2.00+(build131107)
12719,ImpressPages CMS ,3.8
12720,MyBB Ajaxfs ,2Plugin
12721,PHP ,5.2.1
12722,PHP ,5.2.1
12723,Drake CMS ,0.3.7
12724,Drake CMS ,0.3.7
12725,PHP ,5.1.6
12726,PHP ,5.1.6
12727,Livor ,2.5
12728,PHP ,5.2.1'GD'Extension
12729,QuizShock ,1.6.1
12730,UBBCentral UBB.Threads ,6.1.1
12731,eCardMAX HotEditor ,4
12732,DeskPro ,2.0.1
12733,DeskPro ,2.0.1
12734,MyNews ,4.2.2
12735,DropAFew ,0.2
12736,DropAFew ,0.2
12737,DropAFew ,0.2
12738,DropAFew ,0.2
12739,DotClear ,1.2.x
12740,DotClear ,1.2.x
12741,PHPFaber TopSites ,3
12742,PHPwebnews ,0.1
12743,PHPwebnews ,0.1
12744,PHPwebnews ,0.1
12745,TuMusika Evolution ,1.6
12746,ToendaCMS ,1.5.3
12747,MailBee WebMail Pro ,3.4
12748,Doop Content Management System ,1.3.x
12749,BloofoxCMS ,0.2.2
12750,BloofoxCMS ,0.2.2
12751,BloofoxCMS ,0.2.2
12752,Web Service Deluxe News Manager ,1.0.1Deluxe
12753,Actionpoll ,1.1
12754,MyBlog ,0.9.8
12755,Wabbit Gallery Script ,0.9
12756,Wabbit Gallery Script ,0.9
12757,NuclearBB Alpha ,1
12758,Fully Modded PHPBB,2
12759,Exponent CMS ,0.96.5/0.96.6
12760,Exponent CMS ,0.96.5/0.96.6
12761,Exponent CMS ,0.96.5/0.96.6
12762,PHP Turbulence ,0.0.1
12763,TJSChat ,0.95
12764,Ripe Website Manager ,0.8.4
12765,Allfaclassifieds ,6.04
12766,PHPMyBibli ,1.32
12767,File,117
12768,PHPMySpace Gold ,8.1
12769,PHPMySpace Gold ,8.1
12770,Claroline ,1.x
12771,Lms ,1.5.x
12772,Phorum ,5.1.20
12773,Phorum ,5.1.20
12774,Phorum ,5.1.20
12775,Phorum ,5.1.20
12776,Phorum ,5.1.20
12777,Phorum ,5.1.20
12778,Phorum ,5.1.20
12779,Phorum ,5.1.20
12780,phpMyAdmin ,2.9.1
12781,plesk ,8.1.1
12782,MyNewsGroups ,0.6
12783,PHPMyTGP ,1.4
12784,PHPMyTGP ,1.4
12785,CafeLog B,20.6.1WeblogandNewsPublishingTool
12786,CafeLog B,20.6.1WeblogandNewsPublishingTool
12787,CafeLog B,20.6.1WeblogandNewsPublishingTool
12788,Comus ,2
12789,SunShop Shopping Cart ,3.5/4.0
12790,SunShop Shopping Cart ,3.5/4.0
12791,HTMLEditBox ,2.2
12792,DynaTracker ,1.5.1
12793,DynaTracker ,1.5.1
12794,Active PHP BookMarks ,1
12795,Doruk,100Net
12796,MoinMoin ,1.5.x
12797,FlashComs Chat ,6.5
12798,FlashComs Chat ,6.5
12799,MyBB ,1.6.11
12800,MyBB ,1.6.11
12801,CMS Made Simple ,1.0.5
12802,PHPSecurityAdmin ,4.0.2
12803,PHPSecurityAdmin ,4.0.2
12804,PHP Content Architect ,0.9pre1.2
12805,PHP Content Architect ,0.9pre1.2
12806,ObieWebsite Mini Web Shop ,2
12807,ObieWebsite Mini Web Shop ,2
12808,SunShop Shopping Cart ,4
12809,SunShop Shopping Cart ,4
12810,Kayako eSupport ,3.0.90
12811,Advanced Guestbook ,2.4.2
12812,Campsite ,2.6.1
12813,Campsite ,2.6.1
12814,Campsite ,2.6.1
12815,Campsite ,2.6.1
12816,Campsite ,2.6.1
12817,Campsite ,2.6.1
12818,Campsite ,2.6.1
12819,Campsite ,2.6.1
12820,Campsite ,2.6.1
12821,Campsite ,2.6.1
12822,Campsite ,2.6.1
12823,Campsite ,2.6.1
12824,Campsite ,2.6.1
12825,Campsite ,2.6.1
12826,Campsite ,2.6.1
12827,Campsite ,2.6.1
12828,Campsite ,2.6.1
12829,Campsite ,2.6.1
12830,Campsite ,2.6.1
12831,Campsite ,2.6.1
12832,Campsite ,2.6.1
12833,Campsite ,2.6.1
12834,Campsite ,2.6.1
12835,Campsite ,2.6.1
12836,Campsite ,2.6.1
12837,Campsite ,2.6.1
12838,Campsite ,2.6.1
12839,Campsite ,2.6.1
12840,Campsite ,2.6.1
12841,Campsite ,2.6.1
12842,Campsite ,2.6.1
12843,Campsite ,2.6.1
12844,Campsite ,2.6.1
12845,Campsite ,2.6.1
12846,Campsite ,2.6.1
12847,Campsite ,2.6.1
12848,Campsite ,2.6.1
12849,Campsite ,2.6.1
12850,Campsite ,2.6.1
12851,Kimai ,0.9.2
12852,Chamilo Lms ,1.9.6
12853,Dokeos ,2.2RC2
12854,Advanced Guestbook ,2.4.2
12855,PHP Multi User Randomizer ,2006.09.13
12856,CommuniGate Pro ,5.1.8
12857,EQdkp ,1.3.1
12858,SonicBB ,1
12859,SonicBB ,1
12860,WordPress Plugin Akismet ,2.1.3
12861,Jetbox CMS ,2.1Email
12862,Jetbox CMS ,2.1
12863,Jetbox CMS ,2.1
12864,vBulletin ,3.6.6
12865,WordPress Theme Redoable ,1.2
12866,PsychoStats ,2.3
12867,ClientExec ,3
12868,Eaton Network Shutdown Module ,3.21
12869,WordPress Plugin DZS Video Gallery ,3.1.3
12870,HLstats ,1.35
12871,GaliX ,2
12872,Jetbox CMS ,2.1
12873,Jetbox CMS ,2.1
12874,ClonusWiki ,0.5
12875,ABC Excel Parser Pro ,4
12876,GMTT Music Distro ,1.2
12877,phpPgAdmin ,4.1.1
12878,WYYS ,1
12879,2z Project ,0.9.5
12880,2z Project ,0.9.5
12881,2z Project ,0.9.5
12882,BoxBilling ,3.6.11
12883,BoxBilling ,3.6.11
12884,BoastMachine ,3.1
12885,Digirez ,3.4
12886,Pligg CMS ,9.5
12887,phpPgAdmin ,4.1.1
12888,FlashChat F_CMS ,4.7.9
12889,DGNews ,2.1
12890,DGNews ,1.5.1/2.1
12891,UebiMiau ,2.7.10
12892,UebiMiau ,2.7.10
12893,DGNews ,2.1
12894,CPCommerce ,1.1
12895,Pheap ,2
12896,Particle Blogger ,1.2.1
12897,WordPress Plugin Download Manager Free & Pro ,2.5.8
12898,Ovidentia ,7.9.6
12899,Particle Gallery ,1
12900,MyBloggie ,2.1.x
12901,PHP JackKnife ,2.21
12902,PHP JackKnife ,2.21
12903,PHP JackKnife ,2.21
12904,PHP JackKnife ,2.21
12905,PHP JackKnife ,2.21
12906,PHP ,5.1.6
12907,Prototype of an PHP Application ,0.1
12908,Prototype of an PHP Application ,0.1
12909,Prototype of an PHP Application ,0.1
12910,Prototype of an PHP Application ,0.1
12911,Prototype of an PHP Application ,0.1
12912,Prototype of an PHP Application ,0.1
12913,Prototype of an PHP Application ,0.1
12914,Prototype of an PHP Application ,0.1
12915,Prototype of an PHP Application ,0.1
12916,Prototype of an PHP Application ,0.1
12917,Prototype of an PHP Application ,0.1
12918,Prototype of an PHP Application ,0.1
12919,PHP ,5.2.3
12920,Prototype of an PHP Application ,0.1
12921,Prototype of an PHP Application ,0.1
12922,PHPLive! ,3.2.2
12923,PHPLive! ,3.2.2
12924,PHPLive! ,3.2.2
12925,PHPLive! ,3.2.2
12926,PHPLive! ,3.2.2
12927,Linker ,2.0.4
12928,Linker ,2.0.4
12929,Linker ,2.0.4
12930,Linker ,2.0.4
12931,Linker ,2.0.4
12932,WordPress Plugin Download Manager Free & Pro ,2.5.8
12933,WordPress Plugin Download Manager Free & Pro ,2.5.8
12934,Atom Photoblog ,1.0.1/1.0.9
12935,WMSCMS ,2
12936,WordPress Core ,2.2
12937,vBSupport ,2.0.0IntegratedTicketSystem
12938,Beehive Forum ,0.7.1
12939,JFFNms ,0.8.3
12940,JFFNms ,0.8.3
12941,JFFNms ,0.8.3
12942,JFFNms ,0.8.3
12943,bbPress ,0.8.1
12944,PlaySms ,0.9.9.2
12945,Joomla! Component Letterman Subscriber Module ,1.2.4
12946,WSPortal ,1
12947,PHP Hosting Biller ,1
12948,Fuzzylime ,1
12949,vBulletin ,5
12950,eFront ,3.6.14(build18012)
12951,SquirrelMail G/PGP Encryption Plugin ,2.0/2.1
12952,PHPAccounts ,0.5
12953,PHPAccounts ,0.5
12954,NetClassifieds ,1.9.7
12955,eNdonesia ,8.4
12956,eNdonesia ,8.4
12957,eNdonesia ,8.4
12958,MyNews ,0.1
12959,Calendarix ,0.7.20070307
12960,Calendarix ,0.7.20070307
12961,Calendarix ,0.7.20070307
12962,Cythosia ,2.xBotnet(C2WebPanel)
12963,WHMCompleteSolution (WHMCS) ,4.x/5.x
12964,Papoo ,1.0.3
12965,ETicket ,1.5.5
12966,Claroline ,1.8.3
12967,Moodle ,1.7.1
12968,Moodle ,1.7.1
12969,Maia Mailguard ,1.0.2
12970,SquirrelMail G/PGP Encryption Plugin ,2.0/2.1
12971,Maia Mailguard ,1.0.2
12972,Helma ,1.5.3
12973,Inmostore ,4
12974,ActiveWeb Contentserver CMS ,5.6.2929
12975,Dating Gold ,3.0.5
12976,Dating Gold ,3.0.5
12977,Dating Gold ,3.0.5
12978,Piwigo CMS ,2.5.3
12979,Citadel WebCit ,7.02/7.10
12980,Insanely Simple Blog ,0.4/0.5
12981,Insanely Simple Blog ,0.4/0.5
12982,GeoBlog MOD_,1
12983,GeoBlog MOD_,1
12984,UseBB ,1.0.7
12985,UseBB ,1.0.7
12986,Gitlab ,6
12987,PHMe ,0.0.2
12988,Wallpaper Script ,3.5.0082
12989,iScripts MultiCart ,2.4
12990,Falcon Series One ,1.4.3stable
12991,Penny Auction ,5
12992,Alstrasoft Video Share Enterprise ,4.x
12993,Alstrasoft Sms Text Messaging Enterprise ,2
12994,Alstrasoft Sms Text Messaging Enterprise ,2
12995,Alstrasoft Affiliate Network Pro ,8
12996,Alstrasoft Affiliate Network Pro ,8
12997,Alstrasoft Affiliate Network Pro ,8
12998,Webbler CMS ,3.1.3
12999,Webbler CMS ,3.1.3
13000,cPanel ,10.9.1
13001,Vikingboard ,0.1.2
13002,Vikingboard ,0.1.2
13003,Vikingboard ,0.1.2
13004,Vikingboard ,0.1.2
13005,Vikingboard ,0.1.2
13006,Vikingboard ,0.1.2
13007,iFoto ,1
13008,BSM Store Dependent Forums ,1.02
13009,PHPHostBot ,1.05
13010,PHP ,5.2.1'GD'Extension
13011,Ditto Forensic FieldStation ,2013Oct15a
13012,InstantCMS ,1.10.3
13013,T,1lib
13014,Thatware ,0.4.6
13015,Bandersnatch ,0.4
13016,Jenkins ,1.523
13017,Jenkins ,1.523
13018,My Web Doc ,2000AdministrationPages
13019,IT!CMS ,0.2
13020,IT!CMS ,0.2
13021,IT!CMS ,0.2
13022,Global Centre Aplomb Poll ,1.1
13023,Global Centre Aplomb Poll ,1.1
13024,Global Centre Aplomb Poll ,1.1
13025,Global Centre Aplomb Poll ,1.1
13026,WordPress Theme Persuasion ,2.x
13027,Joomla! Component Tour de France Pool ,1.0.1Module
13028,Lanius CMS ,1.2.14FAQModule
13029,Lanius CMS ,1.2.14EZSHOPINGCARTModule
13030,Lanius CMS ,1.2.14GALLERYModule
13031,J! Reactions ,1.8.1
13032,snif ,1.5.2
13033,snif ,1.5.2
13034,snif ,1.5.2
13035,Proverbs Web Calendar ,1.1
13036,Coppermine Photo Gallery ,1.3/1.4
13037,Coppermine Photo Gallery ,1.3/1.4
13038,File Uploader ,1.1
13039,File Uploader ,1.1
13040,PHP MBB CMS ,4
13041,Shoutbox ,1
13042,Bilder Galerie ,1
13043,Web News ,1.1
13044,Web News ,1.1
13045,Web News ,1.1
13046,Lib,2PHPLibrary0.2
13047,Lib,2PHPLibrary0.2
13048,Haudenschilt Family Connections ,0.8
13049,Openads (PHPAdsNew) < ,2.0.8
13050,SkilMatch Systems JobLister,3
13051,Systeme de vote pour site Web ,1
13052,Olate Download ,3.4.1
13053,Dalai Forum ,1.1
13054,Dalai Forum ,1.1
13055,Gurur Haber ,2
13056,Gurur Haber ,2
13057,Gurur Haber ,2
13058,Ripe Website Manager ,0.8.x
13059,WordPress Core ,1.0.7
13060,Arcadem ,2.01
13061,AutoIndex PHP Script ,2.2.1
13062,AutoIndex PHP Script ,2.2.1
13063,PHPGedView ,4.1
13064,ACG News ,1
13065,Toms Gästebuch ,1
13066,Toms Gästebuch ,1
13067,MKPortal ,1.0/1.1
13068,Claroline ,1.x
13069,Claroline ,1.x
13070,Claroline ,1.x
13071,Claroline ,1.x
13072,212Cafe WebBoard ,6.3
13073,Pulsewiki And Pawfaliki ,0.5.1
13074,Toms Gastebuch ,1.00/1.01
13075,PHPMyQuote ,0.2
13076,PHPMyQuote ,0.2
13077,BOINC ,5.10.20
13078,BOINC ,5.10.20
13079,SWSoft Plesk ,8.2
13080,Add a link ,4
13081,Add a link ,4
13082,ewire Payment Client ,1.60/1.70
13083,Coppermine Photo Gallery ,1.4.12
13084,Coppermine Photo Gallery ,1.4.12
13085,b,1gMail6.3.1
13086,Vigile CMS ,1.8WikiModule
13087,WordPress Core ,2
13088,XCMS ,1.1/1.7
13089,bcoos ,1.0.10ArcadeModule
13090,bcoos ,1.0.10ArcadeModule
13091,SimpGB ,1.46.2
13092,SimpGB ,1.46.2
13093,SimpNews ,2.41.3
13094,SimpNews ,2.41.3
13095,SimpNews ,2.41.3
13096,DRBGuestbook ,1.1.13
13097,Uebimiau Webmail ,2.7.x
13098,Content Builder ,0.7.5
13099,WordPress Plugin Google FeedBurner FeedSmith ,2.2
13100,GForge ,4.6/4.5/3.1
13101,MODx ,0.9.6.1
13102,AfterLogic MailBee WebMail Pro ,3.x
13103,AfterLogic MailBee WebMail Pro ,3.x
13104,SNewsCMS ,2.1
13105,SNewsCMS ,2.1
13106,phpMyAdmin ,2.11.1
13107,ActiveKB NX ,2.6
13108,Joomla! Component Search ,1.0.13
13109,BoastMachine ,2.8
13110,BoastMachine ,2.8
13111,BoastMachine ,2.8
13112,Nucleus CMS ,3.0.1
13113,Scott Manktelow Design Stride ,1.0Courses
13114,Scott Manktelow Design Stride ,1
13115,Linkliste ,1.2
13116,Scott Manktelow Design Stride ,1
13117,SiteBar ,3.3.8
13118,SiteBar ,3.3.8
13119,SiteBar ,3.3.8
13120,SiteBar ,3.3.8
13121,SiteBar ,3.3.8
13122,Taboada Macronews ,1
13123,Alcatel Lucent Omnivista ,4760
13124,SocketKB ,1.1.5
13125,Socketmail ,2.2.1
13126,rNote ,0.9.7
13127,ReloadCMS ,1.2.5
13128,Flatnuke,3FileManagerModule
13129,Hackish ,1.1
13130,deeemm CMS (dmcms) ,0.7
13131,Jeebles Technology Jeebles Directory ,2.9.60
13132,Jeebles Technology Jeebles Directory ,2.9.60
13133,PHPbasic basicFramework ,1
13134,PHPbasic basicFramework ,1
13135,WordPress Core ,2.3
13136,WordPress Core ,2.3
13137,WordPress Core ,2.3
13138,Saxon ,5.4
13139,Saxon ,5.4
13140,Synergiser ,1.2
13141,CONTENTCustomizer ,3.1
13142,phpMyAdmin ,2.11.1
13143,Helios Calendar ,1.1/1.2
13144,PHP Helpdesk ,0.6.16
13145,Galmeta Post ,0.2
13146,Galmeta Post ,0.2
13147,Galmeta Post ,0.2
13148,easyGB ,2.1.1
13149,easyGB ,2.1.1
13150,easyGB ,2.1.1
13151,XOOPS ,2.0.17.1MylinksModule
13152,XOOPS ,2.0.17.1MylinksModule
13153,Miro Broadcast Machine ,0.9.9
13154,AutoIndex PHP Script ,2.2.2/2.2.3
13155,AutoIndex PHP Script ,2.2.2
13156,X,7Chat2.0.4
13157,X,7Chat2.0.4
13158,PHP ,5.2.5
13159,X,7Chat2.0.4
13160,CONTENTCustomizer ,3.1
13161,Liferay Portal ,4.1LoginScript
13162,Middle School Homework Page ,1.3Beta1
13163,vTiger CRM ,5.4.0SOAP
13164,Middle School Homework Page ,1.3Beta1
13165,Underground CMS ,1.x
13166,My Web Doc ,2000AdministrationPages
13167,Bandersnatch ,0.4
13168,cPanel ,10.9.1
13169,VBTube ,1.1
13170,PHPSlideShow ,0.9.9
13171,Proverbs Web Calendar ,1.1
13172,SimpleGallery ,0.1.3
13173,FMDeluxe ,2.1
13174,Tilde ,4
13175,Liferay Portal ,4.3.1
13176,p.mapper ,3.2beta3
13177,p.mapper ,3.2beta3
13178,BEA AquaLogic Interaction ,6.0/6.1PlumtreePortal
13179,bcoos ,1.0.10
13180,bcoos ,1.0.10
13181,Ossigeno CMS ,2.2_pre1
13182,Ossigeno CMS ,2.2_pre1
13183,Ossigeno CMS ,2.2_pre1
13184,Ossigeno CMS ,2.2_pre1
13185,Ossigeno CMS ,2.2_pre1
13186,Ossigeno CMS ,2.2_pre1
13187,bcoos ,1.0.10
13188,phpMyChat ,0.14.5
13189,phpMyChat ,0.14.5
13190,Joomla! Component Content ,1.5RC3
13191,Joomla! Component com_search ,1.5RC3
13192,VisualShapers EZContents ,1.4.5
13193,Kayako SupportSuite ,3.0.32
13194,OpenNewsletter ,2.5
13195,wwwstats ,3.21
13196,webSPELL ,4.1.2
13197,webSPELL ,4.1.2
13198,SquirrelMail G/PGP Encryption Plugin ,2.0/2.1
13199,SquirrelMail G/PGP Encryption Plugin ,2.0/2.1
13200,SquirrelMail G/PGP Encryption Plugin ,2.0/2.1
13201,SquirrelMail G/PGP Encryption Plugin ,2.0/2.1
13202,SquirrelMail G/PGP Encryption Plugin ,2.0/2.1
13203,DomPHP ,0.83
13204,DomPHP ,0.83
13205,My Web Doc ,2000AdministrationPages
13206,My Web Doc ,2000AdministrationPages
13207,My Web Doc ,2000AdministrationPages
13208,Falcon Series One ,1.4.3stable
13209,Roundcube Webmail ,0.1
13210,Bitweaver ,1.x/2.0
13211,Bitweaver ,1.x/2.0
13212,Bitweaver ,1.x/2.0
13213,Bitweaver ,1.x/2.0
13214,XOOPS ,2.2.5
13215,MKPortal ,1.1GalleryModule
13216,phPay ,2.2.1
13217,phpRPG ,0.8
13218,WordPress Core ,2.3.1
13219,Black Sheep Web Software Form Tools ,1.5
13220,Flyspray ,0.9.9
13221,Neuron News ,1
13222,Neuron News ,1
13223,Mambo ,4.6.2
13224,Auto Classifieds Script ,2
13225,Auto Classifieds Script ,2
13226,PHPJabbers Appointment Scheduler ,2
13227,PHPJabbers Appointment Scheduler ,2
13228,PHPJabbers Event Booking Calendar ,2
13229,Burden ,1.8
13230,Horizon QCMS ,4
13231,iDevSpot iSupport ,1.8
13232,MRBS ,1.2.x
13233,MyBlog ,1.x
13234,Dokeos ,1.x
13235,Dokeos ,1.x
13236,Dokeos ,1.x
13237,Agares Media ThemeSiteScript ,1
13238,PDFlib ,7.0.2
13239,Agares Media ThemeSiteScript ,1
13240,Agares Media ThemeSiteScript ,1
13241,Agares Media ThemeSiteScript ,1
13242,Agares Media ThemeSiteScript ,1
13243,Limbo CMS ,1.0.4
13244,Limbo CMS ,1.0.4
13245,Collabtive ,1.1
13246,Collabtive ,1.1
13247,OpenBiblio ,0.x
13248,OpenBiblio ,0.x
13249,PHPJabbers Pet Listing Script ,1
13250,OpenBiblio ,0.x
13251,PHPJabbers Property Listing Script ,2
13252,PHPJabbers Vacation Packages Listing ,2
13253,PHPJabbers Hotel Booking System ,3
13254,PHPJabbers Vacation Rental Script ,3
13255,PHCDownload ,1.1
13256,PHCDownload ,1.1
13257,PHCDownload ,1.1
13258,CustomCMS ,3.1
13259,MatPo.de Kontakt Formular ,1.4
13260,MatPo.de Kontakt Formular ,1.4
13261,LiveCart ,1.0.1
13262,LiveCart ,1.0.1
13263,LiveCart ,1.0.1
13264,LiveCart ,1.0.1
13265,MODx ,0.9.6.1
13266,MODx ,0.9.6.1
13267,MyPHP Forum ,3
13268,WordPress Core ,2.2.3
13269,WordPress Core ,2.2.3
13270,WordPress Core ,2.2.3
13271,AwesomeTemplateEngine ,1
13272,AwesomeTemplateEngine ,1
13273,Nucleus CMS ,3.0.1
13274,ExpressionEngine ,1.2.1
13275,eTicket ,1.5.5
13276,NetRisk ,1.9.7
13277,Rotabanner Local ,02-Mar
13278,Strawberry ,1.1.1
13279,eTicket ,1.5.5.2
13280,eTicket ,1.5.5.2
13281,eTicket ,1.5.5.2
13282,eTicket ,1.5.5.2
13283,eTicket ,1.5.5.2
